PTS_DIFF,FG_PCT_DIFF,FG3_PCT_DIFF,REB_DIFF,AST_DIFF,PLUS_MINUS_DIFF,A_HOME,A_WIN
-2,-0.02100000000000002,-0.138,11,-2,-4.0,1,0
-14,-0.0050000000000000044,-0.07400000000000001,-10,-3,-28.0,0,0
16,0.061,0.21599999999999997,10,8,32.0,1,1
20,0.127,0.252,7,8,40.0,1,1
-8,-0.08100000000000002,-0.285,1,-1,-16.0,0,0
-35,-0.17100000000000004,-0.11299999999999999,-10,-12,-70.0,0,0
9,0.069,-0.07400000000000001,14,-2,18.0,0,1
12,0.07799999999999996,-0.007000000000000006,6,1,24.0,0,1
-23,-0.008999999999999952,-0.29800000000000004,-3,-12,-46.0,0,0
-2,-0.03600000000000003,0.008000000000000007,-6,3,-4.0,0,0
8,0.08500000000000002,0.044999999999999984,-10,7,16.0,0,1
-3,0.07700000000000001,-0.125,-13,3,-6.0,1,0
-13,-0.028000000000000025,-0.15400000000000003,7,-7,-26.0,1,0
28,0.05299999999999999,0.279,-8,9,56.0,1,1
7,0.03400000000000003,-0.01699999999999996,15,11,14.0,1,1
20,0.189,0.10500000000000004,9,9,40.0,1,1
9,-0.0030000000000000027,-0.131,-9,2,18.0,1,1
10,-0.017000000000000015,0.09500000000000003,-7,-5,20.0,1,1
-30,-0.11399999999999999,-0.125,-12,-19,-60.0,0,0
-27,-0.057999999999999996,-0.07699999999999996,6,0,-54.0,0,0
-33,-0.18899999999999995,-0.134,-4,8,-66.0,1,0
-1,-0.05199999999999999,0.03200000000000003,-6,-5,-2.0,1,0
5,-0.024999999999999967,0.127,-3,-10,10.0,1,1
30,0.189,0.15900000000000003,8,13,60.0,1,1
3,-0.01699999999999996,-0.014000000000000012,6,0,6.0,1,1
39,0.024999999999999967,0.08000000000000002,18,15,78.0,1,1
-14,-0.040000000000000036,0.03999999999999998,-26,-3,-28.0,0,0
-11,-0.03199999999999997,-0.009000000000000008,-1,4,-22.0,0,0
25,0.07,0.20600000000000002,-1,7,50.0,0,1
-6,0.01899999999999996,0.04199999999999998,10,-1,-12.0,1,0
-20,-0.064,0.15400000000000003,-21,1,-40.0,0,0
-13,-0.14600000000000002,-0.147,3,-10,-26.0,1,0
-8,-0.018000000000000016,-0.09599999999999997,-3,-3,-16.0,1,0
4,-0.008000000000000007,0.14399999999999996,7,6,8.0,0,1
-25,-0.20100000000000007,-0.11599999999999996,-16,-10,-50.0,0,0
-9,-0.08700000000000008,-0.032999999999999974,-13,-11,-18.0,0,0
-9,-0.06899999999999995,-0.05499999999999999,-14,-10,-18.0,1,0
-10,-0.01200000000000001,-0.10800000000000004,-3,-4,-20.0,0,0
10,0.06,-0.016000000000000014,17,14,20.0,1,1
-12,-0.063,-0.09000000000000002,0,-9,-24.0,1,0
19,0.07800000000000001,0.0,-1,1,38.0,1,1
-16,-0.020999999999999963,0.0040000000000000036,-16,-6,-32.0,0,0
-10,-0.03999999999999998,0.04600000000000004,-13,2,-20.0,1,0
-10,-0.05300000000000005,0.11899999999999997,8,-5,-20.0,0,0
13,-0.01200000000000001,0.019999999999999962,3,0,26.0,0,1
-13,-0.09999999999999998,-0.356,2,-3,-26.0,1,0
-16,0.0010000000000000009,-0.066,-4,-9,-32.0,0,0
-22,-0.08900000000000002,-0.09999999999999998,-7,0,-44.0,0,0
5,0.061,0.08100000000000002,1,-7,10.0,1,1
-2,0.007000000000000006,0.045999999999999985,11,-5,-4.0,1,0
-13,-0.08899999999999997,-0.22200000000000003,-13,-2,-26.0,0,0
13,0.13200000000000006,0.122,-5,7,26.0,1,1
-8,-0.07100000000000006,-0.0030000000000000027,-19,7,-16.0,0,0
-8,-0.07800000000000001,-0.02200000000000002,-7,0,-16.0,1,0
-2,0.06400000000000006,-0.14700000000000002,9,5,-4.0,1,0
8,0.03199999999999997,0.0,2,-4,16.0,0,1
-20,0.08500000000000008,-0.03999999999999998,-3,-9,-40.0,0,0
-12,-0.07500000000000001,-0.0040000000000000036,-23,3,-24.0,0,0
-5,-0.057999999999999996,-0.08599999999999997,-12,7,-10.0,1,0
8,-0.01699999999999996,0.132,16,-1,16.0,0,1
-4,0.014000000000000012,0.046999999999999986,-13,2,-8.0,1,0
-17,-0.127,-0.183,-7,-10,-34.0,0,0
-20,-0.08199999999999996,-0.091,-3,-5,-40.0,0,0
-9,0.016000000000000014,-0.015000000000000013,-14,9,-18.0,0,0
11,-0.03200000000000003,-0.08400000000000002,18,-3,22.0,0,1
29,0.08600000000000002,0.10399999999999998,16,6,58.0,1,1
9,0.03500000000000003,0.0030000000000000027,1,2,18.0,1,1
-9,-0.11499999999999994,-0.03600000000000003,-8,-8,-18.0,1,0
6,0.010000000000000009,0.03899999999999998,4,2,12.0,1,1
-3,0.10599999999999998,-0.11099999999999999,-7,2,-6.0,0,0
16,0.061000000000000054,0.07100000000000001,11,1,32.0,0,1
-10,-0.015000000000000013,-0.03699999999999998,-2,-3,-20.0,0,0
-10,-0.08000000000000002,0.08300000000000002,2,4,-20.0,0,0
6,0.03999999999999998,0.06400000000000003,3,-4,12.0,1,1
17,0.04199999999999998,0.09399999999999997,-2,-4,34.0,1,1
-40,-0.23600000000000004,-0.025000000000000022,-7,-14,-80.0,0,0
3,-0.02899999999999997,0.05499999999999999,9,-13,6.0,1,1
8,-0.01899999999999996,-0.08800000000000002,0,4,16.0,1,1
-17,-0.020000000000000018,-0.086,-6,-10,-34.0,0,0
-1,-0.029000000000000026,-0.011999999999999955,0,-6,-2.0,0,0
7,0.05399999999999999,-0.0050000000000000044,-1,11,14.0,0,1
19,0.03200000000000003,0.065,11,5,38.0,0,1
-20,-0.05499999999999999,-0.07100000000000001,-6,-4,-40.0,1,0
-5,0.034999999999999976,-0.007000000000000006,-7,4,-10.0,1,0
-14,-0.14999999999999997,-0.04999999999999999,-3,-13,-28.0,0,0
5,-0.06500000000000006,-0.059,5,-6,10.0,0,1
12,0.05299999999999999,0.08499999999999996,16,6,24.0,0,1
-6,-0.09000000000000002,-0.139,3,-8,-12.0,0,0
7,-0.05299999999999999,0.12700000000000003,-9,6,14.0,0,1
6,0.0040000000000000036,0.05300000000000005,16,-1,12.0,1,1
-19,-0.04799999999999999,-0.01899999999999999,-2,-2,-38.0,0,0
-8,0.016000000000000014,-0.01200000000000001,-9,-7,-16.0,0,0
-9,-0.07300000000000001,-0.08000000000000002,-16,4,-18.0,0,0
4,0.02200000000000002,-0.02699999999999997,-1,12,8.0,1,1
4,-0.08099999999999996,0.062,-10,-9,8.0,0,1
-34,-0.07500000000000001,-0.192,-5,-13,-68.0,0,0
-12,-0.044999999999999984,0.07600000000000001,-3,-4,-24.0,1,0
-1,0.008999999999999952,0.0040000000000000036,0,6,-2.0,0,0
12,0.10799999999999998,0.08400000000000002,13,-1,24.0,0,1
-9,-0.062,-0.194,-12,-4,-18.0,1,0
-24,-0.09799999999999998,-0.23900000000000002,-6,-3,-48.0,0,0
-18,0.03700000000000003,-0.128,-11,-2,-36.0,0,0
-10,-0.07399999999999995,-0.065,-2,4,-20.0,0,0
7,0.062,-0.01200000000000001,-10,-3,14.0,1,1
5,0.005999999999999894,0.13,5,0,10.0,1,1
16,0.062,0.14799999999999996,8,10,32.0,1,1
-25,-0.05600000000000005,0.029000000000000026,-12,-4,-50.0,1,0
5,0.061,-0.15600000000000003,4,-6,10.0,0,1
-27,-0.07900000000000001,-0.20600000000000002,-15,-11,-54.0,0,0
30,0.129,0.189,2,1,60.0,1,1
-3,0.01200000000000001,0.05299999999999999,-2,8,-6.0,0,0
-15,-0.028000000000000025,-0.0010000000000000009,-10,-5,-30.0,0,0
-21,-0.14100000000000001,-0.22899999999999998,7,0,-42.0,0,0
7,0.02200000000000002,0.17100000000000004,1,-2,14.0,0,1
6,-0.01100000000000001,0.06,10,1,12.0,0,1
-26,-0.16999999999999993,-0.281,22,0,-52.0,0,0
17,0.07600000000000001,0.15000000000000002,-5,10,34.0,0,1
-13,0.007000000000000006,-0.01899999999999996,-1,-3,-26.0,0,0
-1,-0.08100000000000002,0.267,0,4,-2.0,1,0
19,0.09799999999999998,0.28600000000000003,2,8,38.0,0,1
6,0.0010000000000000009,0.010999999999999954,17,-1,12.0,1,1
-5,0.0010000000000000009,-0.10099999999999998,-9,-1,-10.0,0,0
11,0.04799999999999999,0.10199999999999998,-6,3,22.0,0,1
-2,-0.01699999999999996,0.03600000000000003,-2,-5,-4.0,1,0
11,0.09999999999999998,-0.03700000000000003,2,3,22.0,1,1
-3,0.03300000000000003,-0.09299999999999997,7,-5,-6.0,1,0
-15,-0.14300000000000002,0.035999999999999976,-25,-8,-30.0,1,0
13,0.044999999999999984,0.18,-3,3,26.0,0,1
5,0.10800000000000004,-0.07800000000000001,13,3,10.0,1,1
20,0.007000000000000006,0.125,10,4,40.0,1,1
10,0.02999999999999997,0.16000000000000003,1,4,20.0,0,1
-20,-0.06,0.02400000000000002,-7,-1,-40.0,1,0
-14,-0.01200000000000001,-0.10499999999999998,-4,-4,-28.0,1,0
-34,-0.13100000000000006,-0.29700000000000004,-27,-3,-68.0,0,0
7,-0.04799999999999999,0.11399999999999999,22,3,14.0,1,1
3,-0.02200000000000002,-0.02799999999999997,2,-4,6.0,1,1
-11,-0.05800000000000005,-0.05099999999999999,-4,3,-22.0,0,0
5,0.07600000000000001,-0.014000000000000012,10,-4,10.0,0,1
6,-0.0030000000000000027,0.10699999999999998,6,9,12.0,0,1
-3,-0.025000000000000022,-0.027000000000000024,-2,-8,-6.0,1,0
15,0.07499999999999996,0.167,-3,1,30.0,1,1
17,0.11400000000000005,0.03799999999999998,5,14,34.0,0,1
3,-0.03700000000000003,-0.057999999999999996,7,12,6.0,1,1
13,0.006000000000000005,0.14800000000000002,-4,7,26.0,1,1
-23,-0.08000000000000002,-0.063,-8,2,-46.0,0,0
-22,-0.11900000000000005,-0.066,-4,-14,-44.0,0,0
14,0.118,0.05100000000000002,14,5,28.0,1,1
10,0.05199999999999999,0.05099999999999999,7,0,20.0,1,1
-38,-0.121,-0.11599999999999999,-19,0,-76.0,0,0
23,0.08600000000000008,0.22700000000000004,14,0,46.0,1,1
-1,0.030000000000000027,-0.061,4,-6,-2.0,0,0
-7,0.09499999999999997,-0.055999999999999994,-10,-4,-14.0,0,0
-12,-0.10499999999999998,-0.010000000000000009,1,-2,-24.0,0,0
-2,-0.04999999999999999,-0.031000000000000028,8,1,-4.0,0,0
32,0.13799999999999996,0.21399999999999997,2,9,64.0,1,1
21,0.10099999999999998,0.19099999999999995,2,9,42.0,0,1
-8,-0.05099999999999999,-0.065,6,4,-16.0,1,0
11,-0.032999999999999974,0.08099999999999996,9,5,22.0,1,1
2,-0.043999999999999984,-0.198,7,2,4.0,1,1
-7,0.0,0.006000000000000005,-13,-4,-14.0,1,0
-11,-0.07400000000000001,-0.008000000000000007,-6,7,-22.0,0,0
-2,-0.007999999999999952,-0.135,-4,2,-4.0,0,0
25,0.06,0.05399999999999999,24,10,50.0,1,1
-12,0.0,0.08299999999999996,2,-4,-24.0,0,0
17,0.032999999999999974,-0.01100000000000001,22,2,34.0,0,1
6,-0.05299999999999999,0.03199999999999997,11,3,12.0,0,1
-12,-0.07200000000000001,-0.197,-4,-7,-24.0,0,0
3,0.05299999999999999,0.15699999999999997,3,-1,6.0,0,1
11,-0.0040000000000000036,-0.08799999999999997,-5,2,22.0,1,1
5,0.04400000000000004,0.288,-13,0,10.0,0,1
-30,-0.16100000000000003,-0.10199999999999998,5,-9,-60.0,1,0
-13,-0.067,-0.07500000000000001,0,-3,-26.0,0,0
-25,-0.07800000000000001,-0.129,-17,-3,-50.0,0,0
24,0.13400000000000006,0.23500000000000001,13,2,48.0,0,1
13,0.08400000000000002,0.04899999999999999,9,5,26.0,0,1
7,0.05099999999999999,0.062,16,-11,14.0,0,1
-15,-0.04400000000000004,-0.02300000000000002,-15,-7,-30.0,0,0
-4,-0.014000000000000012,-0.09299999999999997,-8,7,-8.0,0,0
-9,-0.05399999999999994,-0.026000000000000023,-10,5,-18.0,0,0
5,-0.0030000000000000027,-0.14400000000000002,1,3,10.0,1,1
32,0.23099999999999993,0.263,9,13,64.0,1,1
-30,-0.03400000000000003,0.10099999999999998,-24,-2,-60.0,0,0
-13,-0.09900000000000003,0.03600000000000003,-12,-15,-26.0,0,0
21,0.24700000000000005,0.17100000000000004,5,11,42.0,0,1
22,0.055999999999999994,0.11399999999999999,13,10,44.0,1,1
9,-0.004999999999999949,0.15299999999999997,3,5,18.0,0,1
-4,0.03999999999999998,0.0,-7,2,-8.0,0,0
4,-0.02899999999999997,-0.08400000000000002,-2,-8,8.0,0,1
-12,-0.10100000000000003,-0.15000000000000002,-13,-7,-24.0,1,0
1,0.03400000000000003,0.10499999999999998,16,0,2.0,1,1
-7,-0.056999999999999995,0.01200000000000001,-8,0,-14.0,1,0
26,0.15100000000000002,0.09400000000000003,-8,12,52.0,0,1
-27,-0.10100000000000003,-0.18,-8,-3,-54.0,1,0
-8,-0.09399999999999997,-0.05499999999999999,11,-8,-16.0,1,0
-15,-0.06300000000000006,-0.16599999999999998,-5,0,-30.0,0,0
45,0.16300000000000003,0.181,19,8,90.0,1,1
8,-0.01799999999999996,0.05199999999999999,3,0,16.0,0,1
5,-0.06000000000000005,-0.03799999999999998,-1,-8,10.0,1,1
-16,-0.010000000000000009,-0.026000000000000023,-3,-5,-32.0,0,0
3,-0.03500000000000003,0.12099999999999997,-7,-8,6.0,0,1
3,-0.01100000000000001,-0.02699999999999997,-3,-2,6.0,0,1
-3,-0.067,0.127,-8,2,-6.0,1,0
1,0.07600000000000001,0.0,4,-2,2.0,0,1
9,0.05300000000000005,0.2,-1,-7,18.0,1,1
-5,-0.10700000000000004,-0.10800000000000004,-2,0,-10.0,1,0
-21,-0.12100000000000005,-0.128,-4,-2,-42.0,1,0
18,0.059,0.122,4,14,36.0,1,1
-7,0.022999999999999965,-0.024999999999999994,2,-8,-14.0,0,0
7,0.02100000000000002,0.010000000000000009,-7,11,14.0,0,1
-38,-0.14200000000000002,-0.064,-21,-3,-76.0,0,0
-18,0.02200000000000002,-0.03600000000000003,-16,-7,-36.0,0,0
